year,pop_bins_p,Type,Lc
2014,0.86,ADI,0.9513240719794207
2014,0.86,claims,0.9705013106011903
2014,0.86,crime,0.9557824676116817
2014,0.86,health,0.8756111063130309
2014,0.87,ADI,0.9554616224468171
2014,0.87,claims,0.9731932749070685
2014,0.87,crime,0.9596933661892795
2014,0.87,health,0.885257489370679
2014,0.88,ADI,0.9595096776585227
2014,0.88,claims,0.9758039382775343
2014,0.88,crime,0.963403030229097
2014,0.88,health,0.8949881141326431
2014,0.89,ADI,0.9634839258034642
2014,0.89,claims,0.9784597688343403
2014,0.89,crime,0.9669305877473345
2014,0.89,health,0.9044217691890568
2014,0.9,ADI,0.9673802354724579
2014,0.9,claims,0.9809846145507596
2014,0.9,crime,0.9704903505989704
2014,0.9,health,0.9137648113198198
2014,0.91,ADI,0.9711797361749092
2014,0.91,claims,0.9833995534470844
2014,0.91,crime,0.9740637763193207
2014,0.91,health,0.9228568981213392
2014,0.92,ADI,0.974897557801206
2014,0.92,claims,0.985774343733329
2014,0.92,crime,0.9774203527947886
2014,0.92,health,0.9319659748464182
2014,0.93,ADI,0.978515388159292
2014,0.93,claims,0.9880116250300487
2014,0.93,crime,0.980656696025569
2014,0.93,health,0.9411440731359576
2014,0.94,ADI,0.9820473522021863
2014,0.94,claims,0.9901003564694717
2014,0.94,crime,0.9839348085978481
2014,0.94,health,0.9502258951919932
2014,0.95,ADI,0.9854812790217538
2014,0.95,claims,0.9921384002886685
2014,0.95,crime,0.9869753824383342
2014,0.95,health,0.9592956827188408
2014,0.96,ADI,0.9887811025324198
2014,0.96,claims,0.9940730614369088
2014,0.96,crime,0.9899452997291824
2014,0.96,health,0.9680079739374573
2014,0.97,ADI,0.9919525173792751
2014,0.97,claims,0.9958922953311683
2014,0.97,crime,0.992740722668163
2014,0.97,health,0.976629652230423
2014,0.98,ADI,0.9949408103055657
2014,0.98,claims,0.9974952285886208
2014,0.98,crime,0.9954660746090224
2014,0.98,health,0.9849801996599183
2014,0.99,ADI,0.9977009824491039
2014,0.99,claims,0.9989360618328744
2014,0.99,crime,0.9978806938785468
2014,0.99,health,0.9930196191142303
2014,1,ADI,1
2014,1,claims,1
2014,1,crime,1
2014,1,health,1
2015,0.01,ADI,0.045943512966017105
2015,0.01,claims,0.04242553581085131
2015,0.01,crime,0.07843693917721313
2015,0.01,health,0.010428103553645629
2015,0.02,ADI,0.0779442305369944
2015,0.02,claims,0.08156628878820034
2015,0.02,crime,0.11382417124988363
2015,0.02,health,0.020968400923355106
2015,0.03,ADI,0.10590391833016422
2015,0.03,claims,0.11676556583298918
2015,0.03,crime,0.1420340266466837
2015,0.03,health,0.03146350911714998
2015,0.04,ADI,0.13159151835863966
2015,0.04,claims,0.1489883171860602
2015,0.04,crime,0.16739219670784536
2015,0.04,health,0.042135010921756345
2015,0.05,ADI,0.15552385887145043
2015,0.05,claims,0.17953739033982716
2015,0.05,crime,0.1897212740346023
2015,0.05,health,0.05257682705292089
2015,0.06,ADI,0.1781030863153411
2015,0.06,claims,0.20724891698332185
2015,0.06,crime,0.21226494963408568
2015,0.06,health,0.0630622741125547
2015,0.07,ADI,0.19956180314693475
2015,0.07,claims,0.23393818917371936
2015,0.07,crime,0.232746957220562
2015,0.07,health,0.07346451075860784
2015,0.08,ADI,0.22000272724562667
2015,0.08,claims,0.2595261666182545
2015,0.08,crime,0.2515562994757011
2015,0.08,health,0.08393001225094142
2015,0.09,ADI,0.23964094482734505
2015,0.09,claims,0.28318490225021126
2015,0.09,crime,0.2710595633791397
2015,0.09,health,0.09423875405027467
2015,0.1,ADI,0.2586159248274336
2015,0.1,claims,0.3070893214588467
2015,0.1,crime,0.2877661197606201
2015,0.1,health,0.10461231894333371
2015,0.11,ADI,0.2769428039218136
2015,0.11,claims,0.32899138658409594
2015,0.11,crime,0.3057096769499048
2015,0.11,health,0.1149983498159554
2015,0.12,ADI,0.2946710241785594
2015,0.12,claims,0.3502690333964997
2015,0.12,crime,0.3226012637043173
2015,0.12,health,0.12545824161748578
2015,0.13,ADI,0.311876136779234
2015,0.13,claims,0.3712535724565657
2015,0.13,crime,0.33829558151627426
2015,0.13,health,0.13576043877754865
2015,0.14,ADI,0.32848748186986465
2015,0.14,claims,0.3907574233654961
2015,0.14,crime,0.35438352199424394
2015,0.14,health,0.14623497810506514
2015,0.15,ADI,0.3446441978906877
2015,0.15,claims,0.4096790107843893
2015,0.15,crime,0.3701605375259383
2015,0.15,health,0.15636296320073997
2015,0.16,ADI,0.36035448112036783
2015,0.16,claims,0.42783917671631055
2015,0.16,crime,0.38561600214736874
2015,0.16,health,0.1666212177828445
2015,0.17,ADI,0.37560127801136073
2015,0.17,claims,0.44507457122287847
2015,0.17,crime,0.4010580688142048
2015,0.17,health,0.1769000412312274
2015,0.18,ADI,0.39043449332489116
2015,0.18,claims,0.4622269734220429
2015,0.18,crime,0.41530379053545385
2015,0.18,health,0.18703924570850863
2015,0.19,ADI,0.4049091214468388
2015,0.19,claims,0.47860675675942704
2015,0.19,crime,0.4295647582050344
2015,0.19,health,0.19729500709470063
2015,0.2,ADI,0.4190410922413828
2015,0.2,claims,0.4949562413179178
2015,0.2,crime,0.4427284795931827
2015,0.2,health,0.2074871919851231
2015,0.21,ADI,0.43288989482786394
2015,0.21,claims,0.5104461626925866
2015,0.21,crime,0.45660852955369335
2015,0.21,health,0.21741135831494862
2015,0.22,ADI,0.44637938313352593
2015,0.22,claims,0.5257279446296402
2015,0.22,crime,0.4694985168695263
2015,0.22,health,0.2274695339250726
2015,0.23,ADI,0.4595645515442483
2015,0.23,claims,0.5400230402453411
2015,0.23,crime,0.4828754505350981
2015,0.23,health,0.23777017283769014
2015,0.24,ADI,0.4724391206529896
2015,0.24,claims,0.5543530453236799
2015,0.24,crime,0.4951978727744092
2015,0.24,health,0.24794646360417025
2015,0.25,ADI,0.4849890774671939
2015,0.25,claims,0.5681587497933426
2015,0.25,crime,0.5073692215257083
2015,0.25,health,0.258036427462179
2015,0.26,ADI,0.4972964508725302
2015,0.26,claims,0.5814124895518613
2015,0.26,crime,0.5196572248816649
2015,0.26,health,0.26813106606252374
2015,0.27,ADI,0.5093207221688252
2015,0.27,claims,0.5942894705815324
2015,0.27,crime,0.5316137443610204
2015,0.27,health,0.2782294444567373
2015,0.28,ADI,0.5211206533861835
2015,0.28,claims,0.6069774135776732
2015,0.28,crime,0.5430066257505454
2015,0.28,health,0.2884777262551917
2015,0.29,ADI,0.532637151999393
2015,0.29,claims,0.6187544171996946
2015,0.29,crime,0.555241499286559
2015,0.29,health,0.29840874887377666
2015,0.3,ADI,0.5439717461054622
2015,0.3,claims,0.6306624959738851
2015,0.3,crime,0.5664652892491348
2015,0.3,health,0.3085361106704734
2015,0.31,ADI,0.5550342105400574
2015,0.31,claims,0.6422293841509722
2015,0.31,crime,0.577463161977344
2015,0.31,health,0.3184923768976727
2015,0.32,ADI,0.5658999642866986
2015,0.32,claims,0.6532581396681494
2015,0.32,crime,0.5887437777473372
2015,0.32,health,0.3284128034336294
2015,0.33,ADI,0.5765710564150521
2015,0.33,claims,0.6641413293128171
2015,0.33,crime,0.5995577750987002
2015,0.33,health,0.338389326877618
2015,0.34,ADI,0.5870018786002897
2015,0.34,claims,0.6745015356870215
2015,0.34,crime,0.6101906690638226
2015,0.34,health,0.3487145860998718
2015,0.35,ADI,0.597251589466645
2015,0.35,claims,0.6847339602545888
2015,0.35,crime,0.6203860505116748
2015,0.35,health,0.3590784898587698
2015,0.36,ADI,0.6073172145581508
2015,0.36,claims,0.694803693552881
2015,0.36,crime,0.630361058706372
2015,0.36,health,0.3692566505221843
2015,0.37,ADI,0.6171959116168833
2015,0.37,claims,0.7044913987694744
2015,0.37,crime,0.6404381685550468
2015,0.37,health,0.3793195008746443
2015,0.38,ADI,0.626885102781004
2015,0.38,claims,0.7140486875030052
2015,0.38,crime,0.6499109844516737
2015,0.38,health,0.38961266019952423
2015,0.39,ADI,0.6364021059941435
2015,0.39,claims,0.7232779590215602
2015,0.39,crime,0.6594595680915237
2015,0.39,health,0.39976775880074783
2015,0.4,ADI,0.6457566378124608
2015,0.4,claims,0.7324828597831793
2015,0.4,crime,0.6685838061694809
2015,0.4,health,0.40978697822473853
2015,0.41,ADI,0.6549307193021107
2015,0.41,claims,0.7411463345393565
2015,0.41,crime,0.6778930746203701
2015,0.41,health,0.4199866427028986
2015,0.42,ADI,0.6639365126830472
2015,0.42,claims,0.7496062805416631
2015,0.42,crime,0.6870685945245332
2015,0.42,health,0.4300547910966727
2015,0.43,ADI,0.6727744806484208
2015,0.43,claims,0.7577566520639726
2015,0.43,crime,0.6961110588796214
2015,0.43,health,0.44024354784271547
2015,0.44,ADI,0.6814432351187802
2015,0.44,claims,0.7657687030739428
2015,0.44,crime,0.7049269130026918
2015,0.44,health,0.4502674420090422
2015,0.45,ADI,0.6899636633849163
2015,0.45,claims,0.7736885404090204
2015,0.45,crime,0.7132447328136005
2015,0.45,health,0.46048206566267746
2015,0.46,ADI,0.69834601079516
2015,0.46,claims,0.7813890409316743
2015,0.46,crime,0.7215255927497661
2015,0.46,health,0.47061441385119923
2015,0.47,ADI,0.7065890214681029
2015,0.47,claims,0.7887555962173951
2015,0.47,crime,0.729806683685149
2015,0.47,health,0.4808795247220632
2015,0.48,ADI,0.7147005611873023
2015,0.48,claims,0.7958501211621821
2015,0.48,crime,0.7382007332377151
2015,0.48,health,0.4910159243539428
2015,0.49,ADI,0.722676531813426
2015,0.49,claims,0.8028721925052678
2015,0.49,crime,0.7464189923860348
2015,0.49,health,0.5009217033639134
2015,0.5,ADI,0.7305345817852116
2015,0.5,claims,0.8096531909554193
2015,0.5,crime,0.754314776627222
2015,0.5,health,0.5112768809371175
2015,0.51,ADI,0.738276694073304
2015,0.51,claims,0.8163314370249761
2015,0.51,crime,0.7620400834461571
2015,0.51,health,0.5215585092309021
2015,0.52,ADI,0.7458937470127374
2015,0.52,claims,0.8228891466480659
2015,0.52,crime,0.7695080571371944
2015,0.52,health,0.5318828335046886
2015,0.53,ADI,0.7533953249616279
2015,0.53,claims,0.82908063624801
2015,0.53,crime,0.7771448912559635
2015,0.53,health,0.5423012759241732
2015,0.54,ADI,0.7607631845900443
2015,0.54,claims,0.8353577528317832
2015,0.54,crime,0.7842696001103252
2015,0.54,health,0.5525776061766435
2015,0.55,ADI,0.7680075051472961
2015,0.55,claims,0.841468226131643
2015,0.55,crime,0.7913871479889555
2015,0.55,health,0.562675361271879
2015,0.56,ADI,0.7751561143214304
2015,0.56,claims,0.8472691249515055
2015,0.56,crime,0.7985813876076774
2015,0.56,health,0.5729507565758821
2015,0.57,ADI,0.782188190920678
2015,0.57,claims,0.8529172125386886
2015,0.57,crime,0.8054928841846155
2015,0.57,health,0.5834196862125954
2015,0.58,ADI,0.7891139802933699
2015,0.58,claims,0.8586206283308073
2015,0.58,crime,0.812131570686107
2015,0.58,health,0.5936246487320697
2015,0.59,ADI,0.7959322265580977
2015,0.59,claims,0.8640921925974814
2015,0.59,crime,0.8186626115524095
2015,0.59,health,0.6040162892954946
2015,0.6,ADI,0.8026592561731694
2015,0.6,claims,0.8694254363518162
2015,0.6,crime,0.8250994047381174
2015,0.6,health,0.6144322385190666
2015,0.61,ADI,0.8092776189969116
2015,0.61,claims,0.8747613147825766
2015,0.61,crime,0.8313661825000075
2015,0.61,health,0.6245589770167851
2015,0.62,ADI,0.8157992789522142
2015,0.62,claims,0.87975666128534
2015,0.62,crime,0.837565970488926
2015,0.62,health,0.6351257645930652
2015,0.63,ADI,0.822214122888789
2015,0.63,claims,0.8846400340400195
2015,0.63,crime,0.8436599608363927
2015,0.63,health,0.645596564126713
2015,0.64,ADI,0.8285579764762836
2015,0.64,claims,0.8896129857931661
2015,0.64,crime,0.8497534891854251
2015,0.64,health,0.6555213537555166
2015,0.65,ADI,0.8347876109546437
2015,0.65,claims,0.8944482757030798
2015,0.65,crime,0.8555453325568679
2015,0.65,health,0.6656403010160085
2015,0.66,ADI,0.840950617619342
2015,0.66,claims,0.8991439277624418
2015,0.66,crime,0.8613394859204823
2015,0.66,health,0.6757723375550412
2015,0.67,ADI,0.8470112368997523
2015,0.67,claims,0.9037730542420596
2015,0.67,crime,0.8668409632759755
2015,0.67,health,0.6859738719301357
2015,0.68,ADI,0.8529953796122989
2015,0.68,claims,0.9081492517848286
2015,0.68,crime,0.8722717548710227
2015,0.68,health,0.6965085596090419
2015,0.69,ADI,0.858870194543301
2015,0.69,claims,0.9125274253349168
2015,0.69,crime,0.877651033640647
2015,0.69,health,0.7065926021267585
2015,0.7,ADI,0.8646793070469423
2015,0.7,claims,0.916800870497091
2015,0.7,crime,0.882856369999762
2015,0.7,health,0.71684929846141765
2015,0.71,ADI,0.8704025569216681
2015,0.71,claims,0.9209504858672664
2015,0.71,crime,0.8881829809478776
2015,0.71,health,0.7268304966477422
2015,0.72,ADI,0.8760519741893897
2015,0.72,claims,0.9249117218730178
2015,0.72,crime,0.893316476550461
2015,0.72,health,0.7371697800970041
2015,0.73,ADI,0.8816062749651873
2015,0.73,claims,0.9288861312608968
2015,0.73,crime,0.8982550088137752
2015,0.73,health,0.7472924671513648
2015,0.74,ADI,0.8870776875680365
2015,0.74,claims,0.9326359344835013
2015,0.74,crime,0.9031503442234834
2015,0.74,health,0.7576139865797497
2015,0.75,ADI,0.8924754658609461
2015,0.75,claims,0.9363646602947018
2015,0.75,crime,0.9078948371443969
2015,0.75,health,0.7678416995119257
2015,0.76,ADI,0.8977905542779716
2015,0.76,claims,0.9399557242626694
2015,0.76,crime,0.9127377357318136
2015,0.76,health,0.7778724499670119
2015,0.77,ADI,0.9030301576124558
2015,0.77,claims,0.9434572092321697
2015,0.77,crime,0.917456356740407
2015,0.77,health,0.7879268857832671
2015,0.78,ADI,0.9081959283399357
2015,0.78,claims,0.9468243257039691
2015,0.78,crime,0.9220973620120402
2015,0.78,health,0.7980558058274091
2015,0.79,ADI,0.9132911053124643
2015,0.79,claims,0.9502158129327044
2015,0.79,crime,0.9264290593319179
2015,0.79,health,0.8082115277276108
2015,0.8,ADI,0.9182999569629271
2015,0.8,claims,0.9534314355100372
2015,0.8,crime,0.9307810845829043
2015,0.8,health,0.8183488623079577
2015,0.81,ADI,0.9232295558866235
2015,0.81,claims,0.9565752631547747
2015,0.81,crime,0.9351626777336851
2015,0.81,health,0.8282424869878547
2015,0.82,ADI,0.928089684738734
2015,0.82,claims,0.9597283121670016
2015,0.82,crime,0.9393828024316826
2015,0.82,health,0.8380045955833658
2015,0.83,ADI,0.9328798147270867
2015,0.83,claims,0.962849086393016
2015,0.83,crime,0.9434516226424509
2015,0.83,health,0.8477171519101153
2015,0.84,ADI,0.9375959138113708
2015,0.84,claims,0.965883574966095
2015,0.84,crime,0.9474800179902191
2015,0.84,health,0.8573393298850356
2015,0.85,ADI,0.9422319008816089
2015,0.85,claims,0.9687283668365374
2015,0.85,crime,0.9513677348147467
2015,0.85,health,0.8672223584823043
2015,0.86,ADI,0.9468058209706681
2015,0.86,claims,0.9715112438109804
2015,0.86,crime,0.955249907658063
2015,0.86,health,0.8769667030569387
2015,0.87,ADI,0.9512959935994996
2015,0.87,claims,0.97430927017487
2015,0.87,crime,0.959144785458322
2015,0.87,health,0.8862632073157848
2015,0.88,ADI,0.955700898490609
2015,0.88,claims,0.9769077197995275
2015,0.88,crime,0.9628578668746892
2015,0.88,health,0.8958751008575659
2015,0.89,ADI,0.9600319707747142
2015,0.89,claims,0.9794528172265683
2015,0.89,crime,0.966499800532176
2015,0.89,health,0.9053610880057643
2015,0.9,ADI,0.9642839225300961
2015,0.9,claims,0.9820427041528429
2015,0.9,crime,0.9699934326922566
2015,0.9,health,0.9145681488612484
2015,0.91,ADI,0.9684365935552
2015,0.91,claims,0.984457385096821
2015,0.91,crime,0.9734302390449199
2015,0.91,health,0.9237982717789234
2015,0.92,ADI,0.9724970564453255
2015,0.92,claims,0.986686321352801
2015,0.92,crime,0.9770315168401894
2015,0.92,health,0.9328111750027192
2015,0.93,ADI,0.9764504389206373
2015,0.93,claims,0.9889251376453765
2015,0.93,crime,0.9802144550532118
2015,0.93,health,0.9418602295672467
2015,0.94,ADI,0.9802937665251685
2015,0.94,claims,0.9909801852572728
2015,0.94,crime,0.9834415141167087
2015,0.94,health,0.9507656137173146
2015,0.95,ADI,0.9840241309019734
2015,0.95,claims,0.9929100857389576
2015,0.95,crime,0.9865389826193879
2015,0.95,health,0.9596092912685474
2015,0.96,ADI,0.9876291054350119
2015,0.96,claims,0.9946977136936649
2015,0.96,crime,0.9895382764547811
2015,0.96,health,0.9683308022200663
2015,0.97,ADI,0.9910878028334932
2015,0.97,claims,0.9963555838344158
2015,0.97,crime,0.9925278683230543
2015,0.97,health,0.9766826968775526
2015,0.98,ADI,0.9943688921612311
2015,0.98,claims,0.997825074610743
2015,0.98,crime,0.9953178768677153
2015,0.98,health,0.9849121132858358
2015,0.99,ADI,0.9974275582816554
2015,0.99,claims,0.9991252874267313
2015,0.99,crime,0.9978064314340038
2015,0.99,health,0.9929000013400928
2015,1,ADI,1
2015,1,claims,1
2015,1,crime,1
2015,1,health,1
2016,0.01,ADI,0.046754355802575795
2016,0.01,claims,0.04057733468818576
2016,0.01,crime,0.07967378984685936
2016,0.01,health,0.009909274914454251
2016,0.02,ADI,0.07803627576050466
2016,0.02,claims,0.07857108110737566
2016,0.02,crime,0.11621843630155054
2016,0.02,health,0.01986785105179554
2016,0.03,ADI,0.10554227990308614
2016,0.03,claims,0.11219759045261439
2016,0.03,crime,0.14691468561672227
2016,0.03,health,0.030334879910889394
2016,0.04,ADI,0.13053592300057357
2016,0.04,claims,0.1440012647691526
2016,0.04,crime,0.17263759612959703
2016,0.04,health,0.040586283641312476
2016,0.05,ADI,0.15385190969538398
2016,0.05,claims,0.17340039132173782
2016,0.05,crime,0.1964522272499326
2016,0.05,health,0.05095931511391291
2016,0.06,ADI,0.17578797900103205
2016,0.06,claims,0.20126855265006974
2016,0.06,crime,0.21796145105325862
2016,0.06,health,0.06164196910167754
2016,0.07,ADI,0.19664042518046138
2016,0.07,claims,0.22882660231117646
2016,0.07,crime,0.23680745383025534
2016,0.07,health,0.07205238282020332
2016,0.08,ADI,0.2166023632266674
2016,0.08,claims,0.25338420335758377
2016,0.08,crime,0.2568433910086759
2016,0.08,health,0.08269115330188168
2016,0.09,ADI,0.2357876876430002
2016,0.09,claims,0.2773006367085734
2016,0.09,crime,0.275598445693481
2016,0.09,health,0.09303574176127806
2016,0.1,ADI,0.25424979400264774
2016,0.1,claims,0.2998239322429654
2016,0.1,crime,0.2939556477678222
2016,0.1,health,0.10351360605397346
2016,0.11,ADI,0.27211130551032686
2016,0.11,claims,0.32221345411698576
2016,0.11,crime,0.31069281430356227
2016,0.11,health,0.11397928048386713
2016,0.12,ADI,0.28941086924381276
2016,0.12,claims,0.3430213389257029
2016,0.12,crime,0.3276524594393249
2016,0.12,health,0.12475430654308493
2016,0.13,ADI,0.3062287290577385
2016,0.13,claims,0.36380287437707415
2016,0.13,crime,0.3433112932166492
2016,0.13,health,0.1353594871805985
2016,0.14,ADI,0.32249355039265915
2016,0.14,claims,0.3833459900331867
2016,0.14,crime,0.35912267339561765
2016,0.14,health,0.1457306224523187
2016,0.15,ADI,0.33837298451275544
2016,0.15,claims,0.40220672489649434
2016,0.15,crime,0.3746514260370981
2016,0.15,health,0.1561581019787669
2016,0.16,ADI,0.3537874497407395
2016,0.16,claims,0.42016212286637766
2016,0.16,crime,0.38991548711943114
2016,0.16,health,0.166703958617312
2016,0.17,ADI,0.36881502280538775
2016,0.17,claims,0.4376567448949809
2016,0.17,crime,0.4045941830904669
2016,0.17,health,0.17730778482562537
2016,0.18,ADI,0.3834576300407949
2016,0.18,claims,0.4545696541883317
2016,0.18,crime,0.4187819043008664
2016,0.18,health,0.18807956025476272
2016,0.19,ADI,0.39775542347324777
2016,0.19,claims,0.47120623304182385
2016,0.19,crime,0.4327156230705235
2016,0.19,health,0.19823344508277188
2016,0.2,ADI,0.41170707874805623
2016,0.2,claims,0.48693544812824974
2016,0.2,crime,0.44651509375987386
2016,0.2,health,0.208849461153887
2016,0.21,ADI,0.42537213162833504
2016,0.21,claims,0.5023153653237052
2016,0.21,crime,0.45968734872179884
2016,0.21,health,0.21981383641529184
2016,0.22,ADI,0.43868707328689904
2016,0.22,claims,0.5168169706076297
2016,0.22,crime,0.4732907918498914
2016,0.22,health,0.2303187892919911
2016,0.23,ADI,0.45171661650974265
2016,0.23,claims,0.5314672132919671
2016,0.23,crime,0.4856722332213452
2016,0.23,health,0.24106862296808532
2016,0.24,ADI,0.4644587747648307
2016,0.24,claims,0.5454222383171003
2016,0.24,crime,0.49862979995767837
2016,0.24,health,0.25104697377174945
2016,0.25,ADI,0.4769928889376894
2016,0.25,claims,0.5589590517474353
2016,0.25,crime,0.5110168576455821
2016,0.25,health,0.26179111884520284
2016,0.26,ADI,0.4892344411199129
2016,0.26,claims,0.5718128087604182
2016,0.26,crime,0.5236602730037075
2016,0.26,health,0.2722047831938091
2016,0.27,ADI,0.501292570177555
2016,0.27,claims,0.5849435718378069
2016,0.27,crime,0.535155604576537
2016,0.27,health,0.28295434598406327
2016,0.28,ADI,0.5130993728337772
2016,0.28,claims,0.5972838541948177
2016,0.28,crime,0.5467744951112683
2016,0.28,health,0.2939728984134758
2016,0.29,ADI,0.5246392578219999
2016,0.29,claims,0.609457932913185
2016,0.29,crime,0.5584524475544747
2016,0.29,health,0.3040352238275519
2016,0.3,ADI,0.5359928301844995
2016,0.3,claims,0.6211340763401688
2016,0.3,crime,0.5700668088017462
2016,0.3,health,0.3143524528171044
2016,0.31,ADI,0.5470738262725965
2016,0.31,claims,0.6328541353627293
2016,0.31,crime,0.5809302141881922
2016,0.31,health,0.32447789463190946
2016,0.32,ADI,0.5579645366708997
2016,0.32,claims,0.6439262704443988
2016,0.32,crime,0.592057948790789
2016,0.32,health,0.33465074146872137
2016,0.33,ADI,0.5686447348714148
2016,0.33,claims,0.6549848930351216
2016,0.33,crime,0.6024856367236077
2016,0.33,health,0.3449500919928313
2016,0.34,ADI,0.5791851534541819
2016,0.34,claims,0.6656361140238036
2016,0.34,crime,0.6129642338474739
2016,0.34,health,0.35536104748303715
2016,0.35,ADI,0.5894850812648117
2016,0.35,claims,0.6758488546812673
2016,0.35,crime,0.6233765222029295
2016,0.35,health,0.36566798281066815
2016,0.36,ADI,0.5996660579450928
2016,0.36,claims,0.685733241808728
2016,0.36,crime,0.6337263063914406
2016,0.36,health,0.37619135592449005
2016,0.37,ADI,0.6096314658005868
2016,0.37,claims,0.6952804922870701
2016,0.37,crime,0.6436545045031987
2016,0.37,health,0.3870508983657999
2016,0.38,ADI,0.619409838655072
2016,0.38,claims,0.7049128714583761
2016,0.38,crime,0.6532870307295848
2016,0.38,health,0.3973402261138284
2016,0.39,ADI,0.6290284461755767
2016,0.39,claims,0.7141162290421266
2016,0.39,crime,0.6628492624145957
2016,0.39,health,0.407875789090452
2016,0.4,ADI,0.6384675434376299
2016,0.4,claims,0.7231081161425622
2016,0.4,crime,0.6719911762233425
2016,0.4,health,0.4186559619806306
2016,0.41,ADI,0.6477527145659271
2016,0.41,claims,0.7320250089182441
2016,0.41,crime,0.6810560921452734
2016,0.41,health,0.42900894790106814
2016,0.42,ADI,0.6568253267664604
2016,0.42,claims,0.7404419395289005
2016,0.42,crime,0.6900171967986272
2016,0.42,health,0.4395629311148144
2016,0.43,ADI,0.6657797102119305
2016,0.43,claims,0.7485845665733404
2016,0.43,crime,0.6988585470915453
2016,0.43,health,0.4503138483342688
2016,0.44,ADI,0.6745947956231763
2016,0.44,claims,0.7567224642459489
2016,0.44,crime,0.7071940665609592
2016,0.44,health,0.46120372998966297
2016,0.45,ADI,0.6832713655734239
2016,0.45,claims,0.7646380814424855
2016,0.45,crime,0.7156131060911307
2016,0.45,health,0.471791032161734
2016,0.46,ADI,0.6918251317251333
2016,0.46,claims,0.7723658750148638
2016,0.46,crime,0.7234121767538125
2016,0.46,health,0.4831292298823922
2016,0.47,ADI,0.7002308711412518
2016,0.47,claims,0.7798112575264574
2016,0.47,crime,0.7316206950028553
2016,0.47,health,0.49375526872958875
2016,0.48,ADI,0.7084286868710218
2016,0.48,claims,0.787044493930189
2016,0.48,crime,0.7397866379497764
2016,0.48,health,0.5039346168265616
2016,0.49,ADI,0.7165413225150411
2016,0.49,claims,0.794156117915401
2016,0.49,crime,0.7474166756044606
2016,0.49,health,0.5147757390307488
2016,0.5,ADI,0.724515442698062
2016,0.5,claims,0.801106943258348
2016,0.5,crime,0.7550548659765723
2016,0.5,health,0.5253037172038514
2016,0.51,ADI,0.7323826513388263
2016,0.51,claims,0.8078989968326721
2016,0.51,crime,0.7625747513602356
2016,0.51,health,0.5358457814406359
2016,0.52,ADI,0.740164980883542
2016,0.52,claims,0.8144478255699569
2016,0.52,crime,0.7701562350533514
2016,0.52,health,0.5464013899694224
2016,0.53,ADI,0.7477573257281663
2016,0.53,claims,0.8211466429567492
2016,0.53,crime,0.7771851456763784
2016,0.53,health,0.5566276013167218
2016,0.54,ADI,0.7552653934561467
2016,0.54,claims,0.8274008993913974
2016,0.54,crime,0.784512264585755
2016,0.54,health,0.5669199088089908
2016,0.55,ADI,0.7626267588032264
2016,0.55,claims,0.8334720615737188
2016,0.55,crime,0.7915172605709946
2016,0.55,health,0.5774007528459266
2016,0.56,ADI,0.769860745308293
2016,0.56,claims,0.8394189088393311
2016,0.56,crime,0.7983280407099603
2016,0.56,health,0.5878480070386977
2016,0.57,ADI,0.777041396438112
2016,0.57,claims,0.8450178094630677
2016,0.57,crime,0.8052446250039857
2016,0.57,health,0.5985945900847114
2016,0.58,ADI,0.7841362655027756
2016,0.58,claims,0.8509072286421568
2016,0.58,crime,0.8117597332575794
2016,0.58,health,0.6089730392741126
2016,0.59,ADI,0.791084371988598
2016,0.59,claims,0.8566885478936729
2016,0.59,crime,0.8183793774657441
2016,0.59,health,0.6187514763278282
2016,0.6,ADI,0.7979480207639552
2016,0.6,claims,0.8622800166473888
2016,0.6,crime,0.8248933986903475
2016,0.6,health,0.6286883815979664
2016,0.61,ADI,0.8047074669043763
2016,0.61,claims,0.8677606829753424
2016,0.61,crime,0.8312557793707986
2016,0.61,health,0.6386052413159418
2016,0.62,ADI,0.81137246247621575
2016,0.62,claims,0.8730177175781292
2016,0.62,crime,0.8374514822727313
2016,0.62,health,0.6487946121889959
2016,0.63,ADI,0.8179415025309622
2016,0.63,claims,0.878407174592193
2016,0.63,crime,0.8434299605480945
2016,0.63,health,0.658611515031997
2016,0.64,ADI,0.8244212088420662
2016,0.64,claims,0.8833723393905326
2016,0.64,crime,0.8495785588604458
2016,0.64,health,0.6686226430223058
2016,0.65,ADI,0.83081976832943
2016,0.65,claims,0.888536813430335
2016,0.65,crime,0.8554655455291222
2016,0.65,health,0.6782602194392013
2016,0.66,ADI,0.8371205663614872
2016,0.66,claims,0.8932932102435491
2016,0.66,crime,0.8612371259533245
2016,0.66,health,0.6884485067688954
2016,0.67,ADI,0.843316619977144
2016,0.67,claims,0.898140816370653
2016,0.67,crime,0.8668570658333744
2016,0.67,health,0.6982093362430084
2016,0.68,ADI,0.8494054008629014
2016,0.68,claims,0.902711416433351
2016,0.68,crime,0.8722969212440249
2016,0.68,health,0.7083120236472503
2016,0.69,ADI,0.855426158075939
2016,0.69,claims,0.9072624233841763
2016,0.69,crime,0.8777731921258519
2016,0.69,health,0.7180934404452063
2016,0.7,ADI,0.8613501170007171
2016,0.7,claims,0.9117066816565232
2016,0.7,crime,0.8831028952654815
2016,0.7,health,0.727872419270602
2016,0.71,ADI,0.8672077377951084
2016,0.71,claims,0.916117834326051
2016,0.71,crime,0.8884579624148856
2016,0.71,health,0.7373813249134791
